record_id,category,incident_datetime,state,city,person_name,person_age,person_gender,contact_number,record_status,crime_type,platform_involved,,financial_loss_inr,caller_number,callee_number,call_duration_sec,call_type,tower_location,imei_number,fir_number,police_station,complaint_category,officer_assigned,fir_status,platform_name,account_handle,theft_type,followers_count,recovery_status,transaction_id,bank_name,account_number_masked,transaction_amount_inr,transaction_type,merchant_name,fraud_flag,description
REC000774,Cybercrime,1/28/2024 22:08,Tamil Nadu,Madurai,Rahul Sinha,62,Male,9.17929E+11,Open,QR Code Fraud,Email,,0,,,,,,,,,,,,,,,,,,,,,,,,"QR Code Fraud reported via Email, financial loss INR 0.00."
REC006774,Social Media Theft,1/9/2023 9:31,Andhra Pradesh,Visakhapatnam,Sai Mishra,42,Male,9.19096E+11,Under Review,,,,,,,,,,,,,,,,Instagram,@sai_mishra79,Data Leak,219203,Under Review,,,,,,,,Data Leak reported on Instagram account.
REC008810,Online Bank Transaction,3/8/2026 11:26,Rajasthan,Udaipur,Preeti Malhotra,34,Female,9.19155E+11,Under Review,,,,,,,,,,,,,,,,,,,,,TXN572462175869,Yes Bank,XXXX7102,209533.59,Credit Card,Uber,Yes,"Credit Card transaction of INR 209,533.59, fraud_flag=Yes."
REC003383,Call Data Record,8/16/2026 9:06,Delhi,Rohini,Aditya Joshi,35,Male,9.16635E+11,Closed,,,,,9.19895E+11,9.18934E+11,0,Missed,West Bengal,6.07837E+14,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via Tamil Nadu circle.
REC000642,Cybercrime,5/24/2025 9:47,Madhya Pradesh,Bhopal,Meera Chatterjee,51,Female,9.16858E+11,Under Review,Fake Loan App Fraud,Social Media,,0,,,,,,,,,,,,,,,,,,,,,,,,"Fake Loan App Fraud reported via Social Media, financial loss INR 0.00."
REC004234,Online FIR,8/9/2026 5:00,Karnataka,Mysuru,Ishaan Saxena,31,Male,9.17414E+11,Escalated,,,,,,,,,,,FIR/2023/88102,Mysuru Cyber Crime PS,Harassment,DySP Aditya Joshi,Closed,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Closed."
REC003816,Call Data Record,12/22/2025 11:28,Andhra Pradesh,Visakhapatnam,Kavya Yadav,50,Female,9.19119E+11,Open,,,,,9.16564E+11,9.1977E+11,2390,Incoming,Tamil Nadu,8.04138E+13,,,,,,,,,,,,,,,,,,Incoming call of duration 2390s logged via Kerala circle.
REC004105,Online FIR,1/6/2023 4:41,Punjab,Amritsar,Tanvi Chatterjee,59,Female,9.18058E+11,Resolved,,,,,,,,,,,FIR/2023/19490,Amritsar Cyber Crime PS,Data Theft,SHO Bhavna Yadav,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Data Theft, current status: Pending Verification."
REC009926,Online Bank Transaction,3/5/2025 11:37,Uttar Pradesh,Lucknow,Harsh Mishra,54,Male,9.18625E+11,Resolved,,,,,,,,,,,,,,,,,,,,,TXN387360631700,Canara Bank,XXXX0639,206581.67,NEFT,BigBasket,Yes,"NEFT transaction of INR 206,581.67, fraud_flag=Yes."
REC001109,Cybercrime,12/7/2023 5:49,Gujarat,Ahmedabad,Ira Yadav,35,Female,9.18654E+11,Open,Ransomware,Website,,437136.16,,,,,,,,,,,,,,,,,,,,,,,,"Ransomware reported via Website, financial loss INR 437,136.16."
REC003528,Call Data Record,11/3/2025 15:15,West Bengal,Kolkata,Reyansh Bhatt,47,Male,9.1928E+11,Escalated,,,,,9.19626E+11,9.16109E+11,478,Incoming,MP,6.85135E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 478s logged via Kerala circle.
REC003496,Call Data Record,3/9/2026 5:32,Delhi,Dwarka,Kavya Bhatt,56,Female,9.19398E+11,Escalated,,,,,9.17517E+11,9.18356E+11,507,Outgoing,Delhi,2.65018E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 507s logged via Gujarat circle.
REC001421,Cybercrime,11/22/2025 10:08,Haryana,Gurugram,Shreya Nair,18,Female,9.19952E+11,Under Review,Credit Card Skimming,Website,,45626.81,,,,,,,,,,,,,,,,,,,,,,,,"Credit Card Skimming reported via Website, financial loss INR 45,626.81."
REC006924,Social Media Theft,8/17/2024 16:41,Kerala,Kozhikode,Anjali Nair,30,Female,9.18407E+11,Closed,,,,,,,,,,,,,,,,Snapchat,@anjali_nair478,Fake Profile Created,200900,Not Recovered,,,,,,,,Fake Profile Created reported on Snapchat account.
REC003882,Call Data Record,1/7/2023 11:46,Karnataka,Mysuru,Sandeep Verma,40,Male,9.17315E+11,Resolved,,,,,9.17764E+11,9.18696E+11,765,Incoming,Punjab,9.73276E+13,,,,,,,,,,,,,,,,,,Incoming call of duration 765s logged via UP West circle.
REC008354,Online Bank Transaction,5/3/2025 16:24,Karnataka,Mysuru,Preeti Saxena,55,Female,9.16275E+11,Under Review,,,,,,,,,,,,,,,,,,,,,TXN137447488420,Kotak Mahindra Bank,XXXX3313,32217.99,Credit Card,BookMyShow,No,"Credit Card transaction of INR 32,217.99, fraud_flag=No."
REC006246,Social Media Theft,4/6/2024 1:29,Andhra Pradesh,Vijayawada,Aarti Pillai,40,Female,9.16085E+11,Escalated,,,,,,,,,,,,,,,,WhatsApp,@aarti_pillai270,Account Hacked,191971,Pending,,,,,,,,Account Hacked reported on WhatsApp account.
REC004939,Online FIR,4/3/2026 2:20,Gujarat,Ahmedabad,Anjali Agarwal,68,Female,9.18929E+11,Open,,,,,,,,,,,FIR/2024/11801,Ahmedabad Cyber Crime PS,Harassment,Inspector Ira Saxena,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Chargesheet Filed."
REC006799,Social Media Theft,5/27/2024 10:52,Gujarat,Ahmedabad,Divya Yadav,27,Female,9.16365E+11,Open,,,,,,,,,,,,,,,,Snapchat,@divya_yadav184,Password Compromised,204747,Pending,,,,,,,,Password Compromised reported on Snapchat account.
REC007813,Social Media Theft,9/10/2025 4:35,Madhya Pradesh,Bhopal,Rahul Iyer,49,Male,9.16493E+11,Open,,,,,,,,,,,,,,,,Twitter/X,@rahul_iyer182,Password Compromised,197938,Under Review,,,,,,,,Password Compromised reported on Twitter/X account.
REC001681,Cybercrime,8/31/2025 9:32,Maharashtra,Pune,Ankit Nair,42,Male,9.16896E+11,Open,Identity Theft,Social Media,,0,,,,,,,,,,,,,,,,,,,,,,,,"Identity Theft reported via Social Media, financial loss INR 0.00."
REC006716,Social Media Theft,8/17/2024 4:19,West Bengal,Kolkata,Sandeep Choudhary,63,Male,9.16632E+11,Closed,,,,,,,,,,,,,,,,WhatsApp,@sandeep_choudhary384,Data Leak,54835,Under Review,,,,,,,,Data Leak reported on WhatsApp account.
REC000634,Cybercrime,8/30/2023 23:05,Karnataka,Mangaluru,Rajesh Sharma,26,Male,9.19009E+11,Closed,Ransomware,WhatsApp,,0,,,,,,,,,,,,,,,,,,,,,,,,"Ransomware reported via WhatsApp, financial loss INR 0.00."
REC002570,Call Data Record,11/7/2023 20:17,Maharashtra,Nashik,Riya Mishra,47,Female,9.17258E+11,Under Review,,,,,9.16701E+11,9.16296E+11,0,Missed,Karnataka,5.86234E+14,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via Delhi circle.
REC007360,Social Media Theft,11/11/2025 6:48,Delhi,Rohini,Krishna Pillai,53,Male,9.19241E+11,Resolved,,,,,,,,,,,,,,,,Instagram,@krishna_pillai280,Account Hacked,178911,Not Recovered,,,,,,,,Account Hacked reported on Instagram account.
REC002167,Call Data Record,12/31/2023 4:46,Kerala,Kochi,Rajesh Singh,50,Male,9.16668E+11,Escalated,,,,,9.19804E+11,9.16889E+11,2775,Outgoing,MP,3.98037E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 2775s logged via Rajasthan circle.
REC008170,Online Bank Transaction,1/4/2025 17:16,Gujarat,Surat,Myra Agarwal,26,Female,9.17015E+11,Open,,,,,,,,,,,,,,,,,,,,,TXN409238498115,Kotak Mahindra Bank,XXXX3178,268403.47,Credit Card,Uber,Yes,"Credit Card transaction of INR 268,403.47, fraud_flag=Yes."
REC008846,Online Bank Transaction,9/24/2024 21:28,Punjab,Amritsar,Ritika Kumar,65,Female,9.17392E+11,Under Review,,,,,,,,,,,,,,,,,,,,,TXN288991768740,State Bank of India,XXXX4222,165234.12,RTGS,Netflix,No,"RTGS transaction of INR 165,234.12, fraud_flag=No."
REC002826,Call Data Record,9/13/2023 16:19,Punjab,Chandigarh,Pranav Choudhary,58,Male,9.16122E+11,Under Review,,,,,9.19485E+11,9.16225E+11,2149,Incoming,Haryana,8.13742E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 2149s logged via Punjab circle.
REC004088,Online FIR,10/18/2025 1:26,Delhi,Dwarka,Shreya Choudhary,52,Female,9.19634E+11,Under Review,,,,,,,,,,,FIR/2025/90331,Dwarka Cyber Crime PS,Financial Fraud,SHO Ankit Iyer,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Financial Fraud, current status: Chargesheet Filed."
REC006244,Social Media Theft,8/31/2025 14:02,Maharashtra,Pune,Suresh Saxena,62,Male,9.16344E+11,Open,,,,,,,,,,,,,,,,Instagram,@suresh_saxena488,Password Compromised,217633,Recovered,,,,,,,,Password Compromised reported on Instagram account.
REC008365,Online Bank Transaction,9/6/2023 2:18,Telangana,Hyderabad,Rahul Saxena,20,Male,9.19458E+11,Resolved,,,,,,,,,,,,,,,,,,,,,TXN964092677599,Canara Bank,XXXX9610,182715.82,Net Banking,Paytm Mall,No,"Net Banking transaction of INR 182,715.82, fraud_flag=No."
REC003942,Call Data Record,11/22/2025 15:03,Rajasthan,Jaipur,Pranav Mishra,49,Male,9.1925E+11,Resolved,,,,,9.16146E+11,9.19131E+11,0,Missed,Delhi,6.21127E+14,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via West Bengal circle.
REC009180,Online Bank Transaction,4/8/2026 14:36,Karnataka,Mangaluru,Ira Gupta,44,Female,9.19634E+11,Escalated,,,,,,,,,,,,,,,,,,,,,TXN780149122492,Punjab National Bank,XXXX2303,19377.23,IMPS,Flipkart,No,"IMPS transaction of INR 19,377.23, fraud_flag=No."
REC008076,Online Bank Transaction,12/2/2024 10:03,Karnataka,Mysuru,Preeti Agarwal,34,Female,9.16861E+11,Escalated,,,,,,,,,,,,,,,,,,,,,TXN350443186337,Kotak Mahindra Bank,XXXX2611,6691.72,UPI,Uber,No,"UPI transaction of INR 6,691.72, fraud_flag=No."
REC009196,Online Bank Transaction,6/28/2026 8:25,Madhya Pradesh,Indore,Abhishek Gupta,68,Male,9.16928E+11,Resolved,,,,,,,,,,,,,,,,,,,,,TXN806528347231,Canara Bank,XXXX3352,297018.15,Debit Card,Croma,No,"Debit Card transaction of INR 297,018.15, fraud_flag=No."
REC004129,Online FIR,4/22/2023 16:24,Bihar,Patna,Yash Bose,60,Male,9.17887E+11,Resolved,,,,,,,,,,,FIR/2023/16813,Patna Cyber Crime PS,Identity Theft,SI Ishaan Thakur,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Identity Theft, current status: Pending Verification."
REC001173,Cybercrime,6/10/2025 13:39,Rajasthan,Jaipur,Vivaan Bansal,27,Male,9.19166E+11,Resolved,QR Code Fraud,Mobile App,,0,,,,,,,,,,,,,,,,,,,,,,,,"QR Code Fraud reported via Mobile App, financial loss INR 0.00."
REC008669,Online Bank Transaction,1/8/2025 9:06,Tamil Nadu,Coimbatore,Rahul Sharma,29,Male,9.18857E+11,Under Review,,,,,,,,,,,,,,,,,,,,,TXN105706005183,State Bank of India,XXXX0289,169065.79,Debit Card,Uber,No,"Debit Card transaction of INR 169,065.79, fraud_flag=No."
REC004223,Online FIR,9/16/2024 16:56,Haryana,Gurugram,Gaurav Dubey,57,Male,9.19081E+11,Resolved,,,,,,,,,,,FIR/2024/85463,Gurugram Cyber Crime PS,Harassment,SI Tarun Joshi,Closed,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Closed."
REC004835,Online FIR,2/20/2026 13:25,Delhi,Dwarka,Shreya Pillai,18,Female,9.16916E+11,Under Review,,,,,,,,,,,FIR/2025/34792,Dwarka Cyber Crime PS,Cyber Fraud,SHO Neha Sharma,Closed,,,,,,,,,,,,,"Online FIR filed for Cyber Fraud, current status: Closed."
REC002577,Call Data Record,5/16/2024 13:05,Tamil Nadu,Coimbatore,Krishna Chauhan,68,Male,9.17804E+11,Resolved,,,,,9.16649E+11,9.19816E+11,3214,Outgoing,Kerala,7.94918E+13,,,,,,,,,,,,,,,,,,Outgoing call of duration 3214s logged via West Bengal circle.
REC001990,Cybercrime,9/21/2025 12:45,Tamil Nadu,Coimbatore,Nisha Nair,28,Female,9.16238E+11,Open,Credit Card Skimming,Email,,463922.59,,,,,,,,,,,,,,,,,,,,,,,,"Credit Card Skimming reported via Email, financial loss INR 463,922.59."
REC006974,Social Media Theft,7/2/2023 13:43,Haryana,Gurugram,Pranav Yadav,26,Male,9.19685E+11,Resolved,,,,,,,,,,,,,,,,Telegram,@pranav_yadav240,Impersonation,66821,Pending,,,,,,,,Impersonation reported on Telegram account.
REC005837,Online FIR,7/17/2025 1:04,Andhra Pradesh,Vijayawada,Aarti Patel,56,Female,9.1869E+11,Under Review,,,,,,,,,,,FIR/2025/19038,Vijayawada Cyber Crime PS,Financial Fraud,ASI Priya Bose,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Financial Fraud, current status: Chargesheet Filed."
REC004533,Online FIR,2/12/2024 1:25,Gujarat,Ahmedabad,Simran Dubey,42,Female,9.16824E+11,Under Review,,,,,,,,,,,FIR/2023/32753,Ahmedabad Cyber Crime PS,Extortion,DySP Krishna Mehta,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Extortion, current status: Chargesheet Filed."
REC003210,Call Data Record,3/8/2025 7:23,Madhya Pradesh,Bhopal,Anjali Reddy,34,Female,9.17413E+11,Closed,,,,,9.17434E+11,9.18531E+11,1299,Outgoing,Kerala,3.80056E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 1299s logged via Punjab circle.
REC003856,Call Data Record,11/11/2023 12:54,Gujarat,Surat,Siddharth Nair,38,Male,9.18572E+11,Escalated,,,,,9.16291E+11,9.16569E+11,2778,Incoming,UP East,4.55123E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 2778s logged via Delhi circle.
REC002629,Call Data Record,2/24/2024 23:34,Punjab,Chandigarh,Reyansh Kapoor,55,Male,9.16918E+11,Escalated,,,,,9.19311E+11,9.19226E+11,0,Missed,Delhi,3.22211E+14,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via AP circle.
REC007804,Social Media Theft,4/4/2026 20:22,West Bengal,Kolkata,Kunal Sharma,58,Male,9.16536E+11,Open,,,,,,,,,,,,,,,,Twitter/X,@kunal_sharma526,Data Leak,98143,Not Recovered,,,,,,,,Data Leak reported on Twitter/X account.
REC001411,Cybercrime,8/22/2023 20:36,Andhra Pradesh,Visakhapatnam,Rohan Verma,52,Male,9.1732E+11,Escalated,Phishing,WhatsApp,,169767.95,,,,,,,,,,,,,,,,,,,,,,,,"Phishing reported via WhatsApp, financial loss INR 169,767.95."
REC008258,Online Bank Transaction,9/7/2023 7:52,Karnataka,Mangaluru,Komal Thakur,67,Female,9.17353E+11,Open,,,,,,,,,,,,,,,,,,,,,TXN236694043005,Punjab National Bank,XXXX1444,237982.63,Credit Card,IRCTC,No,"Credit Card transaction of INR 237,982.63, fraud_flag=No."
REC007387,Social Media Theft,4/17/2025 8:08,Kerala,Thiruvananthapuram,Bhavna Sharma,44,Female,9.1854E+11,Escalated,,,,,,,,,,,,,,,,Instagram,@bhavna_sharma123,Unauthorized Access,159282,Pending,,,,,,,,Unauthorized Access reported on Instagram account.
REC004304,Online FIR,4/9/2024 17:13,Kerala,Kochi,Divya Kapoor,24,Female,9.18986E+11,Closed,,,,,,,,,,,FIR/2024/76072,Kochi Cyber Crime PS,Harassment,Constable Nisha Bhatt,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Chargesheet Filed."
REC006751,Social Media Theft,2/5/2023 1:59,Andhra Pradesh,Vijayawada,Ankit Reddy,61,Male,9.1725E+11,Closed,,,,,,,,,,,,,,,,Facebook,@ankit_reddy297,Account Hacked,63310,Not Recovered,,,,,,,,Account Hacked reported on Facebook account.
REC006556,Social Media Theft,3/21/2026 15:35,Andhra Pradesh,Visakhapatnam,Ananya Rao,69,Female,9.1678E+11,Under Review,,,,,,,,,,,,,,,,Instagram,@ananya_rao420,Account Hacked,141069,Not Recovered,,,,,,,,Account Hacked reported on Instagram account.
REC000816,Cybercrime,11/4/2025 4:35,Delhi,New Delhi,Meera Reddy,30,Female,9.18002E+11,Resolved,Fake Loan App Fraud,SMS,,37044.82,,,,,,,,,,,,,,,,,,,,,,,,"Fake Loan App Fraud reported via SMS, financial loss INR 37,044.82."
REC002405,Call Data Record,1/20/2024 2:01,Madhya Pradesh,Gwalior,Sakshi Reddy,48,Female,9.16256E+11,Resolved,,,,,9.18772E+11,9.17397E+11,3506,Incoming,Kerala,4.19083E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 3506s logged via Kerala circle.
REC005398,Online FIR,2/3/2024 17:24,Tamil Nadu,Chennai,Anjali Choudhary,23,Female,9.17336E+11,Under Review,,,,,,,,,,,FIR/2026/64072,Chennai Cyber Crime PS,Harassment,Inspector Sakshi Das,Under Investigation,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Under Investigation."
REC009957,Online Bank Transaction,11/10/2023 19:16,Maharashtra,Pune,Priya Thakur,21,Female,9.1805E+11,Escalated,,,,,,,,,,,,,,,,,,,,,TXN790744630831,Punjab National Bank,XXXX0020,149349.62,Credit Card,Paytm Mall,No,"Credit Card transaction of INR 149,349.62, fraud_flag=No."
REC002132,Call Data Record,6/24/2025 15:51,Uttar Pradesh,Kanpur,Kunal Mishra,63,Male,9.17326E+11,Closed,,,,,9.19274E+11,9.19327E+11,421,Incoming,Kerala,2.81061E+13,,,,,,,,,,,,,,,,,,Incoming call of duration 421s logged via Kerala circle.
REC001798,Cybercrime,4/6/2023 4:59,Andhra Pradesh,Visakhapatnam,Gaurav Nair,27,Male,9.18844E+11,Escalated,Hacking,Social Media,,0,,,,,,,,,,,,,,,,,,,,,,,,"Hacking reported via Social Media, financial loss INR 0.00."
REC003091,Call Data Record,5/19/2025 18:01,Gujarat,Surat,Kiara Das,40,Female,9.16809E+11,Closed,,,,,9.18285E+11,9.18391E+11,0,Missed,UP West,8.86738E+14,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via Karnataka circle.
REC004185,Online FIR,6/8/2025 18:19,Andhra Pradesh,Vijayawada,Reyansh Patel,50,Male,9.17639E+11,Open,,,,,,,,,,,FIR/2024/57065,Vijayawada Cyber Crime PS,Cyber Fraud,Inspector Nisha Joshi,Closed,,,,,,,,,,,,,"Online FIR filed for Cyber Fraud, current status: Closed."
REC004565,Online FIR,11/1/2024 22:46,Kerala,Kochi,Tarun Joshi,22,Male,9.16763E+11,Escalated,,,,,,,,,,,FIR/2025/45508,Kochi Cyber Crime PS,Cyber Fraud,Inspector Nikhil Rao,Chargesheet Filed,,,,,,,,,,,,,"Online FIR filed for Cyber Fraud, current status: Chargesheet Filed."
REC005031,Online FIR,2/13/2026 9:36,Telangana,Hyderabad,Aarti Malhotra,29,Female,9.16669E+11,Resolved,,,,,,,,,,,FIR/2023/26060,Hyderabad Cyber Crime PS,Data Theft,ASI Rohan Choudhary,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Data Theft, current status: Pending Verification."
REC008049,Online Bank Transaction,2/28/2025 16:25,Haryana,Panipat,Meera Bose,43,Female,9.16573E+11,Resolved,,,,,,,,,,,,,,,,,,,,,TXN434763933235,Union Bank of India,XXXX9929,220338.25,NEFT,Zomato,No,"NEFT transaction of INR 220,338.25, fraud_flag=No."
REC000123,Cybercrime,4/30/2026 19:55,Uttar Pradesh,Ghaziabad,Pooja Malhotra,22,Female,9.18438E+11,Resolved,Phishing,Mobile App,,166442.5,,,,,,,,,,,,,,,,,,,,,,,,"Phishing reported via Mobile App, financial loss INR 166,442.50."
REC000180,Cybercrime,1/8/2023 6:04,Gujarat,Surat,Kavya Malhotra,20,Female,9.17506E+11,Resolved,OTP Fraud,WhatsApp,,51802.76,,,,,,,,,,,,,,,,,,,,,,,,"OTP Fraud reported via WhatsApp, financial loss INR 51,802.76."
REC009251,Online Bank Transaction,5/5/2023 4:03,Punjab,Ludhiana,Vivaan Mehta,59,Male,9.171E+11,Closed,,,,,,,,,,,,,,,,,,,,,TXN243228077985,IDBI Bank,XXXX1585,138315.01,RTGS,Uber,No,"RTGS transaction of INR 138,315.01, fraud_flag=No."
REC008096,Online Bank Transaction,11/29/2025 4:35,Uttar Pradesh,Ghaziabad,Abhishek Choudhary,24,Male,9.16766E+11,Open,,,,,,,,,,,,,,,,,,,,,TXN728278277800,Bank of Baroda,XXXX6909,213042.59,Debit Card,Flipkart,Yes,"Debit Card transaction of INR 213,042.59, fraud_flag=Yes."
REC006430,Social Media Theft,5/5/2025 16:46,West Bengal,Siliguri,Siddharth Sharma,42,Male,9.18086E+11,Under Review,,,,,,,,,,,,,,,,Instagram,@siddharth_sharma518,Impersonation,215056,Not Recovered,,,,,,,,Impersonation reported on Instagram account.
REC009738,Online Bank Transaction,1/26/2023 20:01,Punjab,Amritsar,Ishaan Chauhan,44,Male,9.16707E+11,Closed,,,,,,,,,,,,,,,,,,,,,TXN448399721492,Yes Bank,XXXX9564,247997.55,Debit Card,Reliance Digital,No,"Debit Card transaction of INR 247,997.55, fraud_flag=No."
REC004993,Online FIR,7/5/2024 10:54,Kerala,Kozhikode,Kavya Verma,33,Female,9.18391E+11,Closed,,,,,,,,,,,FIR/2025/87170,Kozhikode Cyber Crime PS,Online Impersonation,Constable Tarun Reddy,Pending Verification,,,,,,,,,,,,,"Online FIR filed for Online Impersonation, current status: Pending Verification."
REC001158,Cybercrime,8/9/2026 17:16,Andhra Pradesh,Vijayawada,Anjali Mishra,63,Female,9.19937E+11,Resolved,QR Code Fraud,SMS,,247700.63,,,,,,,,,,,,,,,,,,,,,,,,"QR Code Fraud reported via SMS, financial loss INR 247,700.63."
REC009004,Online Bank Transaction,2/4/2026 19:04,Delhi,Dwarka,Vihaan Kapoor,45,Male,9.18381E+11,Resolved,,,,,,,,,,,,,,,,,,,,,TXN998697321367,Canara Bank,XXXX2845,32788.18,NEFT,Myntra,No,"NEFT transaction of INR 32,788.18, fraud_flag=No."
REC001533,Cybercrime,7/1/2026 22:05,Uttar Pradesh,Noida,Aarti Mehta,54,Female,9.19819E+11,Escalated,OTP Fraud,Mobile App,,0,,,,,,,,,,,,,,,,,,,,,,,,"OTP Fraud reported via Mobile App, financial loss INR 0.00."
REC008993,Online Bank Transaction,5/21/2026 0:13,Punjab,Mohali,Aman Pillai,33,Male,9.19394E+11,Under Review,,,,,,,,,,,,,,,,,,,,,TXN742781972315,Union Bank of India,XXXX1346,28092.36,Net Banking,Myntra,No,"Net Banking transaction of INR 28,092.36, fraud_flag=No."
REC007860,Social Media Theft,11/4/2024 1:06,Haryana,Gurugram,Meera Das,32,Female,9.17669E+11,Resolved,,,,,,,,,,,,,,,,Telegram,@meera_das141,Data Leak,130510,Recovered,,,,,,,,Data Leak reported on Telegram account.
REC009111,Online Bank Transaction,8/5/2026 6:59,Madhya Pradesh,Gwalior,Deepak Bose,41,Male,9.18596E+11,Resolved,,,,,,,,,,,,,,,,,,,,,TXN780792290953,State Bank of India,XXXX1706,273130.72,UPI,Zomato,Yes,"UPI transaction of INR 273,130.72, fraud_flag=Yes."
REC001536,Cybercrime,10/8/2024 3:41,Telangana,Hyderabad,Yash Ghosh,18,Male,9.18963E+11,Closed,Hacking,SMS,,0,,,,,,,,,,,,,,,,,,,,,,,,"Hacking reported via SMS, financial loss INR 0.00."
REC009260,Online Bank Transaction,12/31/2025 21:33,Haryana,Gurugram,Rajesh Bansal,42,Male,9.17436E+11,Open,,,,,,,,,,,,,,,,,,,,,TXN139805142638,IndusInd Bank,XXXX8626,260255.92,IMPS,Reliance Digital,No,"IMPS transaction of INR 260,255.92, fraud_flag=No."
REC005518,Online FIR,6/10/2026 16:17,Punjab,Mohali,Rahul Bose,67,Male,9.19435E+11,Escalated,,,,,,,,,,,FIR/2023/36335,Mohali Cyber Crime PS,Harassment,DySP Tanvi Chatterjee,Closed,,,,,,,,,,,,,"Online FIR filed for Harassment, current status: Closed."
REC002606,Call Data Record,10/30/2023 3:10,Rajasthan,Jodhpur,Komal Pillai,39,Female,9.18123E+11,Resolved,,,,,9.19096E+11,9.1816E+11,1911,Incoming,Tamil Nadu,4.23815E+14,,,,,,,,,,,,,,,,,,Incoming call of duration 1911s logged via Tamil Nadu circle.
REC006128,Social Media Theft,12/21/2023 2:21,Karnataka,Mysuru,Vihaan Nair,39,Male,9.16004E+11,Open,,,,,,,,,,,,,,,,LinkedIn,@vihaan_nair157,Unauthorized Access,8825,Not Recovered,,,,,,,,Unauthorized Access reported on LinkedIn account.
REC009142,Online Bank Transaction,1/25/2024 17:35,Haryana,Faridabad,Manish Sharma,26,Male,9.18749E+11,Resolved,,,,,,,,,,,,,,,,,,,,,TXN779148873002,ICICI Bank,XXXX3454,262982.8,Credit Card,Reliance Digital,No,"Credit Card transaction of INR 262,982.80, fraud_flag=No."
REC007459,Social Media Theft,3/3/2026 0:37,Punjab,Mohali,Rahul Bansal,26,Male,9.18788E+11,Escalated,,,,,,,,,,,,,,,,Instagram,@rahul_bansal107,Impersonation,96102,Pending,,,,,,,,Impersonation reported on Instagram account.
REC002178,Call Data Record,12/11/2024 20:54,Punjab,Chandigarh,Bhavna Sinha,28,Female,9.1952E+11,Escalated,,,,,9.17725E+11,9.18693E+11,1853,Outgoing,Delhi,6.96159E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 1853s logged via Tamil Nadu circle.
REC007991,Social Media Theft,5/9/2026 5:04,Maharashtra,Pune,Reyansh Malhotra,35,Male,9.173E+11,Open,,,,,,,,,,,,,,,,Snapchat,@reyansh_malhotra454,Impersonation,196570,Not Recovered,,,,,,,,Impersonation reported on Snapchat account.
REC002352,Call Data Record,1/29/2024 2:58,Tamil Nadu,Coimbatore,Kiara Verma,50,Female,9.18084E+11,Closed,,,,,9.16831E+11,9.1886E+11,0,Missed,AP,3.33538E+14,,,,,,,,,,,,,,,,,,Missed call of duration 0s logged via MP circle.
REC009178,Online Bank Transaction,4/8/2026 22:37,Punjab,Ludhiana,Kunal Kumar,31,Male,9.19017E+11,Resolved,,,,,,,,,,,,,,,,,,,,,TXN200194104160,IndusInd Bank,XXXX8131,145573.8,UPI,BigBasket,No,"UPI transaction of INR 145,573.80, fraud_flag=No."
REC003503,Call Data Record,10/11/2025 1:41,Kerala,Thiruvananthapuram,Bhavna Dubey,64,Female,9.18661E+11,Resolved,,,,,9.1866E+11,9.19389E+11,498,Outgoing,UP West,4.81074E+14,,,,,,,,,,,,,,,,,,Outgoing call of duration 498s logged via Delhi circle.
REC002135,Call Data Record,1/16/2023 14:21,Kerala,Thiruvananthapuram,Aanya Sinha,37,Female,9.1875E+11,Closed,,,,,9.18899E+11,9.19223E+11,3207,Outgoing,Delhi,6.31911E+13,,,,,,,,,,,,,,,,,,Outgoing call of duration 3207s logged via Gujarat circle.
REC001481,Cybercrime,8/20/2024 3:42,Delhi,Dwarka,Swati Das,22,Female,9.17024E+11,Closed,Malware Attack,WhatsApp,,158773.65,,,,,,,,,,,,,,,,,,,,,,,,"Malware Attack reported via WhatsApp, financial loss INR 158,773.65."
